sbjnum;date;upm1a;a4;soct2;idio2;np1;cp4a;cp6;cp7;cp8;cp13;colcp8a;colcp8b;colcp8c;it1;l1;prot3;jc10;jc13;jc15a;jc16a;vic1ext;aoj1;aoj21;aoj11;aoj12;colaoj21a;colaoj21b;wc1;wc1t;wc3;wc3t;wc2;wc2t;colwc8;colwc8t;colwc9;colwc9t;colwc4a;colwc4b;colwc4d;colwc4e;colwc4g;colwc4c;colwc4f;colwc4_88;colwc4_98;collt5;collt6;colpaz1a;colpaz6a;colpaz6c;b0;b1;b2;b3;b4;b6;b10a;b12;b13;b18;colb60n;b21;b21a;b31;b32;b37;b47a;b50;b20;b33;b17;colb61;b3polx;b20b;b15;colb67;b3milx;colpropaz1b;colrecon19b;colrecon19c;colrecon20b;colrecon20c;colpropaz1cn;colvb27a;colvb27b;colvb27c;colvb27d;colvb27e;colvb27f;colvb27g;colvb27h;m1;sd2new2;sd2expec;sd3new2;sd3expec;sd6new2;sd6expec;colsd8new2;infrax;ros1;ros4;redist1;redist2;redist3;ing4;eff1;eff2;pn4;colpropaz13c;colpropaz13j;colpact16a;colpropaz13k;colpropaz13m;colpact16b;colpact20;colpact11;colpact1;colpact17a;colpact18a;colpact10;colpact19;colpact17b;colpact18b;colind1a;colcamp1a;colafro1a;colwom2a;coldvw4;coldvw5;coldvw6;coldvw7;colprotmuj2;coldvw9;coldvw10;coldvw11_1;coldvw11_2;coldvw11_3;coldvw11_4;coldvw11_5;coldvw11_6;coldvw11_7;coldvw11_88;coldvw11_98;d1;d2;d3;d4;d5;d6;colespa2a;colideol4b;colideol4c;colideol4d;colideol4g;colrecon6;colrecon18;colrecon7n;coldis35f;exc2;exc6;exc11a;exc11;exc13a;exc13;exc14a;exc14;exc15a;exc15;exc16a;exc16;exc18;exc7;exc7new;inf1;vb2;vb3n;vb2v;vb3n2;vb10;vb11;pol1;vb20;clien1na;vb50;vb51;vb52;vb58;w14a;mil10a;mil10e;dis13n;dis12n;coldis18n;dis11n;dis12xn;coldis17n;coldislugar;wf1;cct1b;ed;q3cn;q5b;colocup4a;ocupoit;ocup1a;formal;q10g;q10new;q14;q10e;q11n;q12c;q12bn;q12;etid;gi0n;www1n;smedia1;smedia2;smedia3;smedia4;smedia5;smedia6;smedia7;smedia8;smedia9;gi1;gix4;gi4;colgi8;r3;r4;r4a;r5;r6;r7;r8;r12;r14;r15;r18;r1;r16;formatq;colorr;conocim;iarea1;iarea2;iarea3;sexi;colori;colestsoc_col;q1;q2;country;estratopri;municipio;prov_code;upm;ur;year;municipio_desc;estratosec;tamano;q_38;q_54;q_58;q_67;q_86;q_110;q_125;q_162;q_197;q_208;q_221;q_227;q_271;q_316;q_320;aoj21_answer_order;colaoj21a_answer_order;colaoj21b_answer_order;b20b_b15_colb67_order;colvb27_questions_order;redist_questions_order;colpropaz13c_j_order;colpropaz13k_m_order;s_236_7;duration;wt 
80021576;24-Nov-18;13;3;3;2;2;2;4;3;4;3;.c;4;4;2;5;2;.c;2;2;.c;1;1;9;3;3;3;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;2;.c;3;2;1;5;3;4;3;6;5;6;1;1;3;4;6;4;2;5;.c;.c;.c;.c;.c;3;4;6;2;2;.c;.c;5;2;5;4;1;1;1;1;1;6;1;5;3;3;3;.c;4;.c;2;2;2;5;4;6;2;5;4;3;3;3;2;5;.c;.c;.c;2;3;4;2;3;.c;.c;.c;.c;.c;.c;2;5;4;6;4;.c;.c;.c;1;1;0;0;0;0;0;1;0;0;3;2;5;4;7;8;5;7;4;7;8;5;5;7;0;0;0;1;0;1;0;0;.c;0;.c;0;.c;0;1;.c;1;2;.c;1;802;2;.c;2;3;2;4;1;3;2;2;.a;.c;.c;.c;.c;2;2;2;.c;2;2;18;1;2;2;2;1;1;.b;.b;1;2;2;5;0;3;2;2;1;1;1;5;2;.c;.c;1;1;5;1;1;.a;.a;1;1;1;1;1;1;0;1;1;1;1;1;1;4;4;3;1;1;1;2;3;5;2;38;8;812;811001;11;110011;1;2018;79;1;2;2;2;1;1;1;2;2;3;1;1;2;1;1;1;2;247;599;.c;6;1280;1;1;.c;175;65;1
80022985;24-Nov-18;32;1;3;2;2;1;4;4;4;4;.c;4;4;1;5;2;1;.c;.c;2;1;2;6;3;4;.c;11;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;2;.c;4;3;3;3;3;2;1;2;2;1;1;1;1;2;1;3;2;2;.c;.c;.c;.c;.c;1;2;2;2;1;3;6;.c;.c;2;1;1;2;1;1;1;1;1;4;4;3;2;.c;2;.c;4;5;2;4;7;5;1;4;5;5;3;.c;.c;.c;3;3;3;4;4;2;1;1;.c;.c;.c;.c;5;4;.c;6;7;5;1;.c;.c;.c;6;0;0;0;0;0;0;1;0;0;4;6;5;4;8;8;2;7;5;9;5;5;6;7;0;0;0;0;.c;0;.c;0;.c;1;0;0;.c;0;1;.c;1;2;.c;2;.c;2;.c;2;4;2;4;3;2;3;1;.c;3;1;1;2;.c;.c;.c;3;2;2;10;1;1;5;.c;.c;.c;.c;10;2;1;3;3;0;3;4;1;1;1;1;2;2;.c;.c;1;1;5;1;1;1;.a;1;1;1;1;1;0;1;1;1;0;1;1;1;4;5;2;2;2;1;1;5;2;2;43;8;815;876275;76;76275;1;2018;236;3;4;2;1;2;2;1;2;1;3;2;1;1;1;1;2;1;1629;.c;659;5;475;6;.c;1;727;698;0,800000012
80023476;24-Nov-18;32;22;2;3;2;2;3;3;4;4;.c;3;3;3;5;1;.c;1;2;.c;2;.c;6;3;3;3;.c;1;2;2;.c;2;.c;2;.c;2;.c;2;2;2;2;2;2;1;2;2;2;.c;2;.c;2;5;3;6;3;4;6;3;6;5;6;1;1;2;4;2;3;2;4;6;5;5;1;4;.c;.c;.c;.c;3;.c;.c;7;7;5;2;2;2;2;2;2;5;6;4;3;.c;2;2;4;.c;4;2;6;6;7;3;2;4;2;6;3;.c;.c;.c;2;6;2;4;2;1;1;1;.c;.c;.c;.c;3;5;.c;6;7;1;1;.c;.c;.c;3;0;0;1;1;0;0;0;0;0;5;7;3;4;7;7;1;7;3;7;8;2;7;5;1;0;0;0;.c;1;0;0;.c;0;.c;0;.c;0;.c;4;1;1;802;1;802;2;.c;2;3;2;4;3;2;2;1;.a;.c;.c;.c;.c;1;2;2;1;2;2;13;1;2;2;3;1;1;7;12;1;2;1;5;0;0;2;2;1;1;1;2;2;.c;.c;1;1;4;1;1;1;.a;1;1;1;0;1;1;0;1;1;0;1;1;1;4;2;1;1;1;3;2;2;2;2;24;8;815;876275;76;76275;1;2018;236;3;4;2;2;1;1;2;1;2;1;2;1;1;1;2;1;2;658;762;.c;.c;1612;1;.c;2;1;407;1
80023786;24-Nov-18;58;21;3;2;2;2;1;4;4;4;.c;4;4;3;3;2;.c;2;.c;.a;2;.c;6;3;3;.c;3;2;.c;2;.c;2;.c;2;.c;1;2;2;2;2;2;2;2;2;1;2;2;.c;2;2;.c;5;3;6;5;6;5;3;4;2;6;3;1;1;1;2;1;2;2;.c;.c;.c;.c;.c;2;3;2;5;4;.c;.c;2;5;7;1;1;1;1;.a;1;1;1;4;3;3;3;.c;4;.c;3;4;3;7;7;5;6;4;2;1;3;3;4;2;.c;.c;.c;2;4;1;1;3;.c;.c;.c;.c;3;4;.c;5;7;1;1;.c;.c;.c;1;0;0;0;1;0;0;1;0;0;4;5;4;5;6;6;1;7;6;7;7;6;8;8;0;0;0;0;.c;0;.c;0;.c;0;.c;0;.c;0;.c;5;1;1;802;1;802;2;.c;3;4;2;3;3;3;3;1;.c;.a;.c;.c;.c;2;2;2;.c;2;2;17;1;1;4;.c;.c;.c;.c;6;1;2;3;9;2;0;2;2;1;1;1;1;1;2;2;1;1;5;.a;.a;1;.a;1;1;1;0;1;1;0;1;1;1;1;1;1;4;3;3;1;1;3;2;4;3;2;24;8;811;847001;47;47001;1;2018;163;1;3;2;2;2;2;1;2;2;3;1;1;1;1;2;2;2;1033;.c;580;5;885;2;2;.c;630;146;1
80024889;24-Nov-18;14;3;3;2;2;2;1;3;3;4;.c;4;4;1;5;2;2;.c;2;.c;2;.c;6;4;4;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;.c;1;2;3;7;2;1;4;1;4;4;4;1;1;4;3;3;5;1;3;.c;.c;.c;.c;.c;7;2;2;1;1;4;2;.c;.c;3;5;7;4;1;2;1;1;1;3;3;.c;2;.c;3;3;2;3;3;7;7;2;1;7;1;4;1;6;6;1;.c;.c;.c;4;3;7;4;3;.c;.c;.c;.c;.c;.c;4;4;7;5;6;.c;.c;.c;1;0;0;0;1;0;0;1;0;0;6;10;10;10;7;1;1;3;8;5;5;8;10;10;0;0;0;0;.c;1;0;1;1;0;.c;1;0;1;3;.c;1;1;803;2;.c;2;.c;2;3;1;3;1;2;1;1;.c;3;.c;.c;.c;2;2;2;.c;2;2;13;2;1;1;4;4;2;11;16;1;1;3;5;3;3;1;2;1;1;1;1;2;.c;.c;1;1;1;1;.a;1;.a;1;1;1;0;1;0;0;1;1;1;1;1;1;4;3;3;3;3;4;2;5;3;2;35;8;812;811001;11;1100110;1;2018;86;1;2;2;1;1;2;2;2;1;2;1;1;2;1;1;2;2;1582;.c;212;5;93;2;2;.c;209;54;1
80025777;24-Nov-18;17;13;2;3;2;2;1;3;4;4;.c;4;4;2;6;2;2;.c;.c;2;2;.c;6;3;4;9;.c;1;2;2;.c;1;2;2;.c;1;2;2;1;2;2;2;2;2;2;2;2;.c;1;1;.c;5;3;2;2;1;2;2;3;3;3;3;1;3;4;4;4;4;3;.c;.c;.c;.c;.c;5;2;5;3;5;5;5;.c;.c;5;3;1;1;2;1;3;4;.a;3;3;.c;3;3;3;.c;3;5;4;7;6;2;4;7;1;5;3;.c;.c;.c;3;5;5;3;7;3;2;2;.c;.c;.c;.c;.c;.c;4;5;.c;.c;.c;3;5;2;3;0;0;0;0;0;0;1;0;0;5;3;2;2;1;1;2;1;1;5;1;2;6;7;0;0;0;0;.c;1;0;0;.c;0;.c;0;.c;0;1;.c;1;2;.c;2;.c;2;.c;4;1;2;.a;3;3;1;2;.a;.c;2;2;2;.c;.c;.c;.c;2;2;11;.b;1;1;4;4;1;.b;.b;2;2;2;3;0;1;2;2;1;1;2;5;2;.c;.c;1;1;5;1;1;1;.a;1;0;1;1;1;0;0;1;1;1;1;1;1;4;3;3;1;2;1;2;4;5;2;39;8;815;876001;76;7600132;1;2018;227;1;3;2;1;2;1;1;2;1;1;2;1;2;2;1;1;1;575;538;.c;3;675;6;.c;2;194;28;0,666666687
80026042;24-Nov-18;13;1;3;3;1;2;1;4;4;4;.c;4;4;3;5;2;.c;2;.c;2;2;.c;9;2;2;.c;9;1;2;2;.c;2;.c;2;.c;2;.c;2;2;2;2;2;2;2;1;2;2;.c;2;.c;2;2;2;2;2;2;7;2;7;1;7;1;1;1;1;1;2;1;1;5;1;5;1;7;.c;.c;.c;.c;2;.c;.c;2;7;7;1;1;1;1;1;1;1;1;5;2;2;4;.c;2;.c;1;4;2;4;7;7;7;5;6;6;3;.c;.c;.c;4;4;7;4;.c;.c;.c;.c;7;7;4;4;.c;.c;6;3;.c;.c;.c;4;6;5;1;0;0;0;0;0;0;1;0;0;5;7;7;5;2;2;1;1;7;1;1;1;10;4;0;0;0;0;.c;0;.c;0;.c;0;.c;0;.c;0;.c;5;1;2;.c;2;.c;2;.c;1;4;2;4;1;2;3;2;.c;.a;1;2;2;.c;.c;.c;2;2;2;14;3;2;4;.c;.c;.c;.c;.b;1;2;1;3;0;0;2;2;1;1;1;1;2;.c;.c;1;1;5;1;.a;1;20;1;0;1;0;1;0;1;1;1;0;1;1;1;4;4;2;1;1;1;2;3;5;1;18;8;812;811001;11;110011;1;2018;79;1;2;2;2;2;2;2;1;2;3;2;2;2;2;2;2;1;881;.c;172;.c;867;6;.c;2;5;125;0,800000012
80028363;24-Nov-18;13;22;2;2;2;2;2;4;4;3;.c;4;4;2;7;2;.c;2;.c;2;2;.c;6;2;4;.c;9;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;1;5;3;4;4;4;5;3;4;4;3;2;4;4;5;4;6;5;4;.c;.c;.c;.c;.c;3;4;3;5;5;.c;.c;4;5;6;5;6;4;3;5;4;5;3;3;2;.c;.a;.c;.a;3;2;3;5;5;5;4;4;5;5;4;3;.c;.c;.c;7;7;4;4;7;6;6;5;.c;.c;.c;.c;6;6;.c;5;.c;.c;.c;5;4;3;3;0;0;0;1;0;0;0;0;0;7;8;8;9;9;8;8;8;10;10;5;8;8;9;0;0;0;0;.c;1;0;0;.c;0;.c;0;.c;0;1;.c;1;2;.c;1;801;1;829;2;2;2;2;3;3;3;2;.a;.c;.c;.c;.c;2;2;2;.c;2;2;14;1;2;1;5;3;1;16;16;2;3;2;2;0;2;1;1;1;1;1;5;2;.c;.c;2;.c;.c;1;1;1;12;1;1;1;1;1;1;0;1;1;1;1;1;1;4;2;3;1;2;3;2;4;5;1;60;8;812;811001;11;110011;1;2018;79;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;1138;.c;186;2;260;6;.c;2;1;338;0,800000012
80031006;24-Nov-18;4;1;2;2;2;2;3;4;3;4;.c;4;4;2;6;2;.c;1;.c;1;2;.c;2;3;4;.c;9;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;.c;2;3;4;3;3;3;2;4;6;4;5;1;2;3;3;3;5;4;4;.c;.c;.c;.c;.c;5;4;3;5;2;.c;.c;3;2;1;3;2;3;2;3;2;3;3;4;3;.c;4;.c;3;3;2;2;6;6;7;5;5;3;3;5;3;.c;.c;.c;2;4;3;3;3;2;2;1;.c;.c;.c;.c;.c;.c;4;2;.c;.c;.c;5;6;3;1;0;0;1;0;0;0;0;0;0;4;5;1;5;5;1;1;1;3;6;9;6;7;9;0;0;0;1;0;1;0;0;.c;1;0;0;.c;0;.c;4;1;2;.c;2;.c;2;.c;4;1;2;2;1;3;3;1;.a;.c;.c;.c;.c;2;2;2;.c;2;2;5;1;1;1;4;2;1;11;16;1;2;1;3;1;0;1;2;1;1;2;3;2;.c;.c;1;1;5;1;.a;1;.a;1;0;1;0;1;1;1;1;1;0;0;1;1;4;2;3;3;3;4;2;4;3;1;24;8;812;811001;11;1100118;1;2018;45;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;1239;.c;619;3;1493;1;.c;1;1;528;1
80032154;24-Nov-18;1;1;2;1;2;2;4;4;4;3;.c;4;4;3;10;2;.c;2;2;.c;2;.c;9;4;3;3;.c;1;2;2;.c;1;2;2;.c;1;2;2;1;2;2;2;2;2;2;2;2;.c;1;.c;2;5;4;5;4;6;5;5;3;4;4;4;5;6;3;3;5;2;5;7;6;4;1;5;.c;.c;.c;.c;7;.c;.c;7;7;6;4;5;4;2;5;7;6;4;3;2;2;2;.c;2;.c;2;2;5;4;7;3;4;4;6;4;2;4;5;5;.c;.c;.c;4;.c;.c;.c;.c;6;6;6;2;4;5;.c;5;.c;.c;.c;4;5;4;4;0;0;0;0;0;0;1;0;0;6;5;6;7;8;10;1;7;6;1;6;9;9;8;0;0;0;0;.c;0;.c;0;.c;0;.c;0;.c;0;1;.c;1;1;801;2;.c;2;.c;3;4;2;3;3;3;3;1;.c;3;.c;.c;.c;2;2;2;.c;2;2;11;1;3;5;.c;.c;.c;.c;5;2;1;3;5;1;1;3;2;1;1;1;5;2;.c;.c;1;1;5;.a;.a;1;.a;1;0;1;0;0;0;1;1;0;0;1;1;0;4;5;2;2;3;4;1;5;1;2;22;8;814;868081;68;68081;1;2018;202;1;3;2;2;1;1;2;1;2;3;1;2;1;2;1;2;2;18;200;.c;.c;333;5;1;.c;349;174;1
80033469;24-Nov-18;13;1;3;3;2;2;4;4;4;4;.b;.c;.c;3;8;2;.c;2;2;.c;2;.c;9;2;3;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;1;.c;7;5;7;5;7;7;6;7;4;3;1;5;7;6;4;5;5;6;3;4;2;1;4;.c;.c;.c;.c;5;.c;.c;7;7;7;2;6;5;5;3;2;4;3;2;2;.c;2;.c;3;.b;2;2;7;7;7;5;7;7;7;5;3;6;6;5;.c;.c;.c;7;.c;.c;.c;.c;7;7;5;4;7;7;.c;1;7;7;5;.c;.c;.c;1;0;0;0;0;0;0;1;0;0;10;8;3;1;10;7;1;4;3;8;1;5;8;8;0;0;0;0;.c;1;0;0;.c;0;.c;0;.c;0;.c;5;1;2;.c;2;.c;1;804;1;.b;2;3;3;3;1;1;.a;.c;.c;.c;.c;2;2;2;.c;2;1;7;1;1;1;2;2;1;12;13;1;2;1;4;0;5;2;1;1;2;.c;.c;2;.c;.c;1;1;1;1;1;1;8;1;0;1;0;1;1;0;1;1;0;0;1;1;4;5;2;1;1;1;2;4;5;1;45;8;812;811001;11;110011;1;2018;79;1;2;1;2;1;2;1;1;2;2;1;2;1;1;2;1;2;794;.c;761;.c;733;6;2;.c;465;313;1
80034112;24-Nov-18;59;3;3;3;2;2;1;2;2;4;2;.c;.c;3;1;2;2;.c;2;.c;2;.c;5;4;4;.c;11;1;2;2;.c;2;.c;2;.c;2;.c;2;1;2;2;2;2;2;2;2;2;.c;1;2;.c;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;.c;.c;.c;.c;1;1;7;.c;.c;1;1;1;1;1;1;1;1;1;5;3;.c;3;.c;4;3;2;5;3;3;4;1;3;1;1;2;3;1;1;1;.c;.c;.c;1;.c;.c;.c;.c;1;1;1;1;.c;.c;1;1;.c;.c;.c;7;7;1;1;0;0;0;1;0;0;0;0;0;2;2;1;1;7;8;1;8;5;1;1;2;6;6;0;0;0;0;.c;1;0;0;.c;0;.c;1;0;0;3;.c;1;2;.c;2;.c;2;.c;4;4;2;4;3;3;2;1;.c;4;1;2;1;.c;.c;.c;3;2;2;11;1;2;1;9;2;1;10;10;1;2;2;4;1;2;2;2;1;2;.c;.c;2;.c;.c;1;1;5;1;1;1;8;1;1;1;0;1;1;0;1;1;1;1;1;1;4;3;2;3;3;3;1;3;3;1;44;8;813;805686;5;5686;1;2018;31;2;4;1;1;1;2;1;1;1;2;1;2;2;2;1;2;1;998;.c;671;.c;453;5;2;.c;1;370;1
80035223;24-Nov-18;58;22;2;2;2;2;4;4;4;4;.c;4;4;.b;10;2;.c;2;2;.c;2;.c;6;2;4;.c;.a;1;2;2;.c;2;.c;2;.c;2;.c;2;2;2;2;2;2;2;1;2;1;1;2;2;.c;2;3;1;1;3;5;2;3;5;2;1;1;2;3;3;5;4;3;1;3;3;1;3;.c;.c;.c;.c;1;1;7;.c;.c;4;2;2;2;2;2;2;2;2;4;3;.c;3;3;4;.c;3;5;2;.a;7;3;1;5;6;4;3;3;3;2;.c;.c;.c;4;5;1;1;1;.c;.c;.c;.c;4;4;.c;1;.c;.c;.c;1;1;6;1;0;0;0;0;0;0;1;0;0;1;2;1;2;5;2;1;5;2;2;7;1;2;2;1;0;0;0;.c;0;.c;1;0;1;0;0;.c;0;.c;4;1;1;801;1;801;2;.c;4;1;2;3;1;2;2;1;.a;.c;2;2;2;.c;.c;.c;.c;2;1;11;4;1;5;.c;.c;.c;.c;.b;2;2;1;3;0;2;2;2;1;1;1;5;2;.c;.c;1;2;5;1;1;1;.a;1;0;1;0;1;0;0;1;1;1;1;0;.c;4;5;3;2;2;2;2;4;2;2;45;8;811;847001;47;47001;1;2018;164;1;3;2;2;1;2;1;1;1;1;1;1;1;2;2;1;1;31;.c;159;.c;494;1;1;.c;632;408;1
80036281;24-Nov-18;48;3;3;3;2;2;1;2;3;4;.c;4;4;3;8;2;.c;2;2;.c;2;.c;6;4;4;.c;3;1;2;1;1;1;2;2;.c;1;1;2;1;2;2;2;2;2;2;2;1;1;2;1;.c;5;7;6;4;3;1;1;1;4;1;1;1;1;4;1;7;1;1;.c;.c;.c;.c;.c;1;6;1;1;1;7;7;.c;.c;7;7;1;1;1;1;1;1;4;4;2;3;2;.c;3;.c;3;5;5;1;7;7;7;1;1;6;3;.c;.c;.c;1;1;1;1;.c;.c;.c;.c;1;4;7;1;1;1;.c;7;7;7;7;.c;.c;.c;3;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;10;10;1;9;10;0;0;0;0;.c;0;.c;0;.c;0;.c;1;0;0;1;.c;1;1;802;1;802;2;.c;4;1;2;2;3;3;2;1;4;.c;.c;.c;.c;2;2;2;.c;2;1;11;5;1;5;.c;.c;.c;.c;7;2;3;3;6;1;3;1;5;1;1;1;5;2;.c;.c;1;1;5;1;1;1;3;1;1;1;0;1;0;1;1;1;1;1;1;1;4;3;3;1;1;3;2;7;2;2;51;8;811;823001;23;23001;1;2018;155;1;3;2;2;1;2;1;2;1;3;2;2;1;1;1;1;2;673;.c;277;5;933;1;.c;1;1;299;0,800000012
80037111;24-Nov-18;1;21;3;2;1;2;4;4;2;2;.c;2;4;4;1;1;.c;1;2;.c;2;.c;3;4;4;3;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;1;.c;3;2;5;1;1;1;3;6;1;1;7;4;1;3;1;1;1;2;.c;.c;.c;.c;.c;1;1;1;2;7;7;7;.c;.c;7;1;1;1;5;1;1;5;7;5;3;3;3;.c;3;.c;3;2;6;7;7;7;1;5;1;6;3;.c;.c;.c;5;6;7;1;.c;.c;.c;.c;7;7;5;6;7;4;.c;7;.c;.c;.c;7;1;1;1;0;0;0;0;0;0;1;0;0;10;10;8;7;10;10;9;9;9;9;10;10;9;10;0;0;0;0;.c;0;.c;0;.c;0;.c;0;.c;0;.c;5;1;1;802;1;802;1;877;1;3;1;3;3;1;1;1;.c;4;.c;.c;.c;2;2;2;.c;2;2;16;.b;4;4;.c;.c;.c;.c;8;1;2;1;2;0;0;4;1;1;1;1;1;2;.c;.c;1;1;2;1;1;1;3;1;1;1;0;1;1;0;1;1;1;1;1;1;4;8;1;3;2;4;1;5;1;1;31;8;814;868081;68;68081;1;2018;202;1;3;2;2;1;1;1;2;1;3;2;2;1;2;2;2;2;1506;591;.c;2;1037;5;.c;2;218;19;0,800000012
80038456;24-Nov-18;32;21;3;3;2;1;1;4;4;4;4;.c;.c;1;8;2;.c;1;2;.c;2;.c;6;4;1;.c;3;1;2;2;.c;1;2;2;.c;2;.c;2;2;2;2;2;2;2;1;2;2;.c;1;1;.c;3;4;3;5;5;6;3;3;5;4;2;4;3;2;2;6;4;3;.c;.c;.c;.c;.c;7;4;3;5;6;7;7;.c;.c;5;3;4;3;7;2;3;3;2;3;3;3;2;.c;3;.c;3;4;6;6;7;3;6;4;6;3;1;.c;.c;.c;5;6;6;6;.c;.c;.c;.c;6;7;4;4;.c;.c;6;3;.c;.c;.c;2;7;6;3;0;0;0;0;0;0;1;0;0;6;8;5;4;7;8;3;3;1;1;3;3;3;6;0;0;0;0;.c;0;.c;0;.c;1;0;0;.c;0;1;.c;1;1;802;1;802;2;.c;4;4;2;2;2;2;3;1;.c;4;2;2;2;.c;.c;.c;.c;1;2;2;5;1;7;.c;.c;.c;8;12;2;2;3;3;1;6;3;1;5;2;.c;.c;2;.c;.c;2;.c;.c;1;.a;1;7;1;0;1;0;0;0;0;1;1;0;0;1;0;4;4;2;1;2;3;2;2;2;1;58;8;815;876275;76;76275;1;2018;236;3;4;1;2;1;2;1;2;1;3;2;2;2;2;1;2;1;1169;.c;142;1;1353;3;.c;1;283;436;0,800000012
80041614;24-Nov-18;48;3;2;1;2;2;4;4;4;4;4;.c;.c;2;5;2;.c;1;.c;2;2;.c;4;2;2;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;1;.c;3;4;5;3;3;4;4;6;4;5;3;4;3;5;4;6;4;5;.c;.c;.c;.c;.c;2;5;4;4;6;6;6;.c;.c;7;1;1;1;1;1;1;1;7;4;2;2;2;.c;2;.c;2;3;7;7;7;1;3;5;4;5;2;5;6;6;.c;.c;.c;4;4;5;5;4;.c;.c;.c;.c;.c;.c;5;5;7;1;1;.c;.c;.c;4;0;0;0;1;0;0;0;0;0;7;7;6;6;7;7;4;8;5;10;7;7;8;8;0;0;0;0;.c;0;.c;0;.c;0;.c;0;.c;0;.c;5;1;2;.c;2;.c;2;.c;3;3;2;2;3;3;3;1;.a;.c;2;2;1;.c;.c;.c;2;2;2;9;4;2;5;.c;.c;.c;.c;.a;2;1;3;6;2;2;2;2;1;1;1;2;2;.c;.c;1;2;5;1;.a;1;.a;1;1;1;0;1;0;0;1;1;1;1;1;1;4;3;3;1;1;1;2;7;3;2;31;8;811;823001;23;23001;1;2018;157;1;3;1;2;2;2;1;2;1;3;1;1;2;1;2;1;1;597;.c;529;5;1112;3;2;.c;1;183;0,800000012
80041817;24-Nov-18;39;1;2;3;2;2;4;4;4;4;.c;4;4;1;5;2;.c;2;2;.c;2;.c;6;3;4;.c;11;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;2;.c;5;2;3;3;3;4;4;7;4;5;1;2;7;4;2;5;4;4;.c;.c;.c;.c;.c;4;5;4;7;7;.c;.c;4;7;7;2;1;4;2;2;2;1;2;2;3;3;2;.c;2;.c;3;5;4;7;7;1;3;4;5;4;3;.c;.c;.c;7;7;4;4;.c;.c;.c;.c;7;7;4;4;7;7;.c;4;.c;.c;.c;4;7;4;1;0;0;0;1;0;0;0;0;0;5;5;5;4;5;5;1;3;3;5;10;5;5;5;0;0;0;0;.c;1;0;0;.c;0;.c;0;.c;0;.c;5;1;2;.c;2;.c;2;.c;2;.a;2;4;1;2;4;2;.a;.c;.c;.c;.c;2;2;2;.c;2;2;11;1;1;8;.c;.c;.c;.c;.a;2;3;1;5;1;2;4;1;5;2;.c;.c;2;.c;.c;2;.c;.c;.a;.a;1;.a;0;0;1;0;0;0;0;0;0;0;0;1;0;4;11;3;3;4;3;2;3;1;1;25;8;811;808436;8;8436;2;2018;43;3;1;2;2;1;2;1;2;2;3;2;2;1;2;2;1;2;152;.c;798;5;452;6;.c;2;1;157;1
80042035;24-Nov-18;59;1;2;2;2;2;1;4;4;4;4;.c;.c;2;5;2;.c;2;2;.c;2;.c;9;3;2;3;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;2;.c;6;5;4;5;5;5;4;6;4;4;1;3;5;4;6;6;5;5;4;5;5;1;4;.c;.c;.c;.c;4;6;7;.c;.c;5;3;5;6;4;6;3;3;3;3;3;.c;3;.c;3;3;3;2;4;3;5;5;4;4;5;5;4;2;2;4;.c;.c;.c;5;.c;.c;.c;.c;5;7;1;1;.c;.c;5;1;6;6;3;.c;.c;.c;1;0;0;0;1;1;0;1;0;0;7;7;7;7;1;1;1;1;9;1;10;6;7;8;0;1;0;0;.c;1;0;0;.c;0;.c;0;.c;1;1;.c;1;2;.c;1;801;1;805;1;.b;2;3;3;3;2;2;.c;1;2;2;2;.c;.c;.c;.c;2;2;9;5;1;1;8;2;1;9;10;1;1;2;2;0;0;2;1;1;1;2;2;2;.c;.c;1;2;2;1;1;1;6;1;0;1;0;0;0;0;1;1;0;0;1;0;4;5;1;3;3;3;1;3;3;1;23;8;813;805686;5;5686;1;2018;31;2;4;1;2;1;1;1;1;1;2;1;2;2;1;1;2;1;571;91;.c;.c;491;5;1;.c;343;154;1
